season,gw,code,pos,minutes,xG,xA,dc,saves,goals,assists,total_points,clean_sheet,bonus,yellow
2026-27,1,465694,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,465730,DEF,77,1.47,0.21,4,0,1,1,17,1,2,0
2026-27,1,465920,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,466052,MID,27,0.0,0.5,0,0,0,2,8,0,1,0
2026-27,1,466075,DEF,80,0.04,0.09,5,0,0,1,9,1,0,0
2026-27,1,466525,MID,90,0.1,0.05,16,0,1,0,13,1,3,0
2026-27,1,467779,DEF,77,0.09,0.05,8,0,0,0,7,1,1,0
2026-27,1,469142,DEF,90,0.0,0.03,9,0,0,0,1,0,0,0
2026-27,1,469247,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,469266,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,469272,MID,81,0.04,0.02,8,0,0,0,2,0,0,0
2026-27,1,470294,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,470313,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,470315,DEF,16,0.0,0.0,0,0,0,0,1,0,0,0
2026-27,1,470551,GK,90,0.0,0.0,0,5,0,0,1,0,0,1
2026-27,1,472713,DEF,14,0.0,0.0,0,0,0,0,1,0,0,0
2026-27,1,472739,GK,90,0.0,0.01,0,2,0,0,1,0,0,0
2026-27,1,472769,DEF,62,0.07,0.41,2,0,0,0,2,0,0,0
2026-27,1,473284,GK,90,0.0,0.0,0,5,0,0,10,1,3,0
2026-27,1,474120,MID,70,0.23,0.31,8,0,0,1,5,0,0,0
2026-27,1,475168,FWD,90,0.63,0.06,3,0,1,1,11,0,2,0
2026-27,1,476887,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,477064,DEF,56,0.17,0.02,2,0,0,0,1,0,0,0
2026-27,1,477424,DEF,90,0.19,0.05,7,0,1,0,9,0,1,0
2026-27,1,477547,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,477555,MID,66,0.0,0.26,6,0,0,0,2,0,0,0
2026-27,1,480455,DEF,90,0.0,0.01,8,0,0,0,6,1,0,0
2026-27,1,480457,MID,20,0.15,0.0,5,0,0,0,1,0,0,0
2026-27,1,481624,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,481655,MID,22,0.0,0.02,3,0,0,0,1,0,0,0
2026-27,1,482442,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,482609,DEF,75,0.0,0.03,3,0,0,0,1,0,0,0
2026-27,1,482973,FWD,90,0.22,0.02,3,0,0,0,2,0,0,0
2026-27,1,483067,DEF,90,0.0,0.0,13,0,0,0,2,0,0,1
2026-27,1,484389,GK,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,484420,MID,79,0.0,0.03,2,0,0,0,2,0,0,0
2026-27,1,485047,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,485055,GK,90,0.0,0.0,0,5,0,0,2,0,0,0
2026-27,1,485337,MID,27,0.03,0.02,1,0,0,0,1,0,0,0
2026-27,1,485711,FWD,23,0.04,0.0,0,0,0,0,1,0,0,0
2026-27,1,486385,FWD,11,0.05,0.0,0,0,0,0,1,0,0,0
2026-27,1,486520,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,486672,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,487053,DEF,4,0.0,0.02,0,0,0,0,1,0,0,0
2026-27,1,487117,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,487676,DEF,79,0.04,0.27,4,0,0,0,2,0,0,0
2026-27,1,487838,DEF,90,0.0,0.35,11,0,0,0,3,0,0,0
2026-27,1,487992,DEF,8,0.0,0.0,2,0,0,0,1,0,0,0
2026-27,1,488024,MID,35,0.06,0.02,5,0,0,0,1,0,0,0
2026-27,1,489580,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,489639,GK,90,0.0,0.0,0,0,0,0,6,1,0,0
2026-27,1,489706,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,489888,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,490094,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,490145,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,490161,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,490881,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,491007,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,491279,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,491501,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,492498,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,492777,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,492859,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,493105,MID,4,0.0,0.0,0,0,0,0,1,0,0,0
2026-27,1,493250,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,493362,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,494307,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,494521,DEF,90,0.0,0.0,7,0,0,0,1,0,0,0
2026-27,1,494595,MID,62,0.26,0.04,5,0,0,0,2,0,0,0
2026-27,1,494928,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,494950,GK,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,496208,MID,1,0.0,0.0,1,0,0,0,1,0,0,0
2026-27,1,496221,MID,90,0.0,0.24,14,0,0,0,4,0,0,0
2026-27,1,496661,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,498016,GK,90,0.0,0.0,0,1,0,0,1,0,0,0
2026-27,1,498444,DEF,25,0.0,0.0,1,0,0,0,1,0,0,0
2026-27,1,499169,MID,90,0.06,0.11,7,0,0,0,3,1,0,0
2026-27,1,499175,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,499300,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,499309,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,499604,MID,88,0.04,0.03,1,0,0,0,2,0,0,0
2026-27,1,499716,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,499721,MID,67,0.38,0.02,2,0,0,0,2,0,0,0
2026-27,1,499726,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,500040,DEF,90,0.0,0.0,6,0,0,0,6,1,0,0
2026-27,1,500058,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,500151,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,500957,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,501390,MID,79,0.03,0.03,12,0,0,0,4,0,0,0
2026-27,1,501459,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,501902,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,502500,FWD,82,1.0,0.08,5,0,0,0,0,1,0,0
2026-27,1,502697,MID,1,0.02,0.0,3,0,0,0,1,0,0,0
2026-27,1,503037,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,503139,MID,90,0.0,0.01,11,0,0,0,2,0,0,0
2026-27,1,503301,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,505079,GK,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,507433,GK,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,508395,MID,23,0.04,0.0,6,0,0,0,1,0,0,0
2026-27,1,508479,GK,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,509416,MID,63,0.11,0.03,4,0,0,0,2,1,0,1
2026-27,1,510281,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,510663,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,511499,MID,90,0.06,0.06,8,0,0,0,2,0,0,0
2026-27,1,512462,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,513086,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,513418,MID,90,0.52,0.01,9,0,0,0,3,1,0,0
2026-27,1,513466,MID,90,0.0,0.06,9,0,0,0,3,1,0,0
2026-27,1,513545,MID,75,0.05,0.33,13,0,0,2,14,1,3,0
2026-27,1,514254,MID,85,0.18,0.48,6,0,0,1,6,1,0,0
2026-27,1,514356,MID,64,0.21,0.03,9,0,0,0,1,0,0,1
2026-27,1,514514,MID,12,0.03,0.0,1,0,0,0,1,0,0,0
2026-27,1,515046,GK,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,515597,MID,16,0.0,0.0,1,0,0,0,1,0,0,0
2026-27,1,515621,DEF,72,0.0,0.01,7,0,0,0,1,0,0,0
2026-27,1,516895,MID,23,0.07,0.01,1,0,0,0,1,0,0,0
2026-27,1,517052,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,519440,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,519634,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,519913,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,522047,DEF,90,0.09,0.0,7,0,0,0,6,1,0,0
2026-27,1,523700,FWD,15,0.1,0.0,1,0,0,0,1,0,0,0
2026-27,1,524180,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,531442,MID,65,0.0,0.41,7,0,0,0,2,0,0,0
2026-27,1,532529,MID,63,1.41,0.02,3,0,2,0,16,1,3,0
2026-27,1,532605,MID,66,0.0,0.23,9,0,0,0,2,0,0,0
2026-27,1,533463,MID,66,0.05,0.29,6,0,0,0,3,1,0,0
2026-27,1,534392,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,535301,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,535818,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,535928,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,536661,MID,58,0.15,0.01,7,0,1,0,5,0,0,1
2026-27,1,536694,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,536916,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,538007,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,538207,FWD,55,0.06,0.14,5,0,0,1,4,0,0,0
2026-27,1,538638,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,539142,DEF,90,0.0,0.01,9,0,0,0,1,0,0,0
2026-27,1,540324,MID,90,0.05,0.03,10,0,0,0,3,1,0,0
2026-27,1,543158,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,543295,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,543968,FWD,65,0.82,0.06,3,0,1,0,9,0,3,0
2026-27,1,544877,DEF,90,0.02,0.02,7,0,0,0,0,0,0,1
2026-27,1,545477,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,546600,GK,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,547027,MID,10,0.03,0.0,0,0,0,0,1,0,0,0
2026-27,1,547037,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,547676,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,547686,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,547701,MID,85,0.0,0.01,5,0,0,0,2,0,0,0
2026-27,1,547719,MID,75,0.05,0.01,13,0,0,0,3,0,0,1
2026-27,1,548308,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,549067,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,549074,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,549653,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,549912,MID,31,0.0,0.0,2,0,0,0,1,0,0,0
2026-27,1,549939,GK,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,550090,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,550615,MID,83,0.18,0.08,7,0,0,0,3,1,0,0
2026-27,1,550839,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,550864,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,551210,DEF,64,0.01,0.03,3,0,0,0,1,0,0,0
2026-27,1,551226,MID,45,0.0,0.06,2,0,0,0,1,0,0,0
2026-27,1,551262,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,551466,FWD,90,0.73,0.01,2,0,1,0,6,0,0,0
2026-27,1,551499,MID,27,0.1,0.04,0,0,0,1,4,0,0,0
2026-27,1,552946,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,553746,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,553783,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,554197,MID,10,0.0,0.0,1,0,0,0,1,0,0,0
2026-27,1,554578,GK,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,556637,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,557012,FWD,10,0.0,0.0,0,0,0,0,1,0,0,0
2026-27,1,559152,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,560262,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,560552,MID,17,0.0,0.01,3,0,0,0,1,0,0,0
2026-27,1,561245,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,565297,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,567119,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,568420,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,569577,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,570241,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,570526,MID,45,0.0,0.01,8,0,0,0,1,0,0,0
2026-27,1,570794,DEF,35,0.0,0.16,9,0,0,0,1,0,0,0
2026-27,1,571380,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,571779,MID,72,0.16,0.01,4,0,0,0,2,0,0,0
2026-27,1,572584,DEF,10,0.0,0.0,2,0,0,0,1,0,0,0
2026-27,1,574458,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,575204,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,575458,DEF,90,0.0,0.0,8,0,0,0,1,0,0,1
2026-27,1,575476,DEF,90,0.0,0.28,14,0,0,0,4,0,0,0
2026-27,1,575901,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,576620,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,576628,MID,10,0.0,0.0,1,0,0,0,1,0,0,0
2026-27,1,577016,DEF,90,0.0,0.01,15,0,0,0,3,0,0,0
2026-27,1,577285,MID,90,0.0,0.0,5,0,0,0,2,0,0,0
2026-27,1,577411,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,577669,MID,90,0.06,0.03,2,0,0,0,2,0,0,0
2026-27,1,577725,MID,90,0.17,0.04,8,0,1,0,7,0,0,0
2026-27,1,577974,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,578153,DEF,90,0.0,0.02,4,0,0,0,2,0,0,0
2026-27,1,578545,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,586268,GK,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,586309,FWD,78,0.45,0.09,3,0,1,0,8,1,2,0
2026-27,1,590014,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,590039,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,591386,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,592031,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,592740,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,593117,MID,8,0.0,0.0,1,0,0,0,1,0,0,0
2026-27,1,593174,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,596047,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,596777,MID,45,0.47,0.03,1,0,0,0,0,0,0,1
2026-27,1,597320,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,597462,DEF,26,0.0,0.0,4,0,0,0,1,0,0,0
2026-27,1,599303,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,606702,DEF,69,0.0,0.02,3,0,0,0,1,0,0,0
2026-27,1,606745,DEF,90,0.12,0.04,2,0,0,0,1,0,0,0
2026-27,1,606798,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,606921,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,606930,DEF,63,0.28,0.0,13,0,1,0,15,1,1,0
2026-27,1,607464,DEF,75,0.5,0.0,4,0,1,0,13,1,1,0
2026-27,1,608181,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,608227,MID,70,0.0,0.03,6,0,0,0,3,1,0,0
2026-27,1,609873,MID,90,0.0,0.04,16,0,0,1,8,1,0,0
2026-27,1,610799,DEF,90,0.13,0.03,4,0,0,0,6,1,0,0
2026-27,1,611665,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,611695,MID,4,0.0,0.01,0,0,0,0,1,0,0,0
2026-27,1,611917,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,611922,MID,62,0.04,0.02,3,0,0,0,2,0,0,0
2026-27,1,612855,MID,12,0.0,0.05,2,0,0,0,1,0,0,0
2026-27,1,614071,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,614574,MID,15,0.0,0.0,2,0,0,0,1,0,0,0
2026-27,1,616077,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,616221,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,616222,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,620109,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,620487,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,622758,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,624773,MID,7,0.0,0.0,1,0,0,0,1,0,0,0
2026-27,1,627221,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,629397,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,631786,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,632794,MID,14,0.0,0.0,2,0,0,0,1,0,0,0
2026-27,1,636852,MID,55,0.0,0.0,2,0,0,0,1,0,0,0
2026-27,1,640419,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,643970,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,645618,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,647681,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,647850,FWD,26,0.18,0.0,2,0,0,0,1,0,0,0
2026-27,1,649208,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,651426,DEF,90,0.05,0.01,8,0,0,0,1,0,0,0
2026-27,1,653481,MID,8,0.0,0.0,3,0,0,0,1,0,0,0
2026-27,1,660392,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,661800,DEF,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,661888,MID,61,0.0,0.0,3,0,0,0,1,0,0,1
2026-27,1,672492,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,684268,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,690838,FWD,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,699989,MID,0,0.0,0.0,0,0,0,0,0,0,0,0
2026-27,1,700308,MID,12,0.0,0.03,0,0,0,0,1,0,0,0
